Process numbers		Runtime1024	Runtime4096	Runtime8000
1			0.534 		10.6		35.5
2			0.256		5.56		17.3
3			0.167		3.77		13.1
4			0.125 		2.88		9.86
5			0.103		2.69		9.89
6			0.0852		2.77		10.4
7			0.0730		2.37		8.93
8			0.0689		2.14		7.82
9			0.0608		2.29		8.59
10			0.0527		2.06		7.73
11			0.0506		2.25		8.45
12			0.0475		2.18		7.86
13			0.0446		2.25		8.45
14			0.0418		2.14		7.84
15			0.0392		2.25 		8.38
16			0.0373 		2.11		7.90
